[04-05-2026 21:54:58.221] [BiddingProcessorMicroservice] EVENT=cycle_start | source=/127.0.0.1:56276
[04-05-2026 22:15:32.326] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57757, body=licitez 2053
[04-05-2026 22:15:32.326] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57759, body=licitez 9859
[04-05-2026 22:15:32.326] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57761, body=licitez 3682
[04-05-2026 22:15:32.326] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57763, body=licitez 4754
[04-05-2026 22:15:32.327] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57765, body=licitez 9988
[04-05-2026 22:15:32.327] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57767, body=licitez 1643
[04-05-2026 22:15:32.327] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57769, body=licitez 3787
[04-05-2026 22:15:32.327] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57771, body=licitez 1166
[04-05-2026 22:15:32.327] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57773, body=licitez 7795
[04-05-2026 22:15:32.328] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57775, body=licitez 9769
[04-05-2026 22:15:32.328] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57777, body=licitez 9062
[04-05-2026 22:15:32.328] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57779, body=licitez 9218
[04-05-2026 22:15:32.328] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57781, body=licitez 4571
[04-05-2026 22:15:32.328] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57783, body=licitez 1398
[04-05-2026 22:15:32.329] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57785, body=licitez 2209
[04-05-2026 22:15:32.329] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57787, body=licitez 6544
[04-05-2026 22:15:32.329] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57789, body=licitez 9002
[04-05-2026 22:15:32.329] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57791, body=licitez 2571
[04-05-2026 22:15:32.330] [BiddingProcessorMicroservice] EVENT=all_bids_received | count=40
[04-05-2026 22:15:32.331] [BiddingProcessorMicroservice] EVENT=winner_decided | sender=/127.0.0.1:57729, price=9993, name=Bidder 10, phone=0700000010, email=bidder10@mail.ro
[04-05-2026 22:15:32.333] [BiddingProcessorMicroservice] EVENT=cycle_end | elapsed_ms=18978
[04-05-2026 22:16:50.411] [BiddingProcessorMicroservice] EVENT=cycle_start | source=/127.0.0.1:57933
[04-05-2026 22:16:50.434] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57843, body=licitez 7061
[04-05-2026 22:16:50.437] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57845, body=licitez 9225
[04-05-2026 22:16:50.437] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57847, body=licitez 3850
[04-05-2026 22:16:50.438] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57849, body=licitez 5800
[04-05-2026 22:16:50.438] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57851, body=licitez 4231
[04-05-2026 22:16:50.438] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57853, body=licitez 3897
[04-05-2026 22:16:50.438] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57855, body=licitez 1882
[04-05-2026 22:16:50.439] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57857, body=licitez 8405
[04-05-2026 22:16:50.439] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57859, body=licitez 3177
[04-05-2026 22:16:50.439] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57861, body=licitez 2199
[04-05-2026 22:16:50.439] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57863, body=licitez 4793
[04-05-2026 22:16:50.440] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57865, body=licitez 8202
[04-05-2026 22:16:50.440] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57867, body=licitez 9769
[04-05-2026 22:16:50.440] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57869, body=licitez 4454
[04-05-2026 22:16:50.440] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57871, body=licitez 5645
[04-05-2026 22:16:50.441] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57873, body=licitez 3557
[04-05-2026 22:16:50.441] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57875, body=licitez 1284
[04-05-2026 22:16:50.441] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57877, body=licitez 9362
[04-05-2026 22:16:50.441] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57879, body=licitez 7232
[04-05-2026 22:16:50.442] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57881, body=licitez 2007
[04-05-2026 22:16:50.442] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57883, body=licitez 4091
[04-05-2026 22:16:50.442] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57885, body=licitez 8346
[04-05-2026 22:16:50.442] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57887, body=licitez 2397
[04-05-2026 22:16:50.443] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57889, body=licitez 1037
[04-05-2026 22:16:50.443] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57893, body=licitez 4808
[04-05-2026 22:16:50.443] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57895, body=licitez 8727
[04-05-2026 22:16:50.443] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57897, body=licitez 6224
[04-05-2026 22:16:50.443] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57899, body=licitez 4102
[04-05-2026 22:16:50.444] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57901, body=licitez 5395
[04-05-2026 22:16:50.444] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57903, body=licitez 2225
[04-05-2026 22:16:50.444] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57905, body=licitez 2127
[04-05-2026 22:16:50.444] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57907, body=licitez 4016
[04-05-2026 22:16:50.445] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57909, body=licitez 4523
[04-05-2026 22:16:50.445] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57911, body=licitez 4224
[04-05-2026 22:16:50.445] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57913, body=licitez 9048
[04-05-2026 22:16:50.445] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57915, body=licitez 3710
[04-05-2026 22:16:50.445] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57917, body=licitez 8328
[04-05-2026 22:16:50.446] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57919, body=licitez 8238
[04-05-2026 22:16:50.446] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57921, body=licitez 3392
[04-05-2026 22:16:50.446] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57923, body=licitez 7344
[04-05-2026 22:16:50.446] [BiddingProcessorMicroservice] EVENT=all_bids_received | count=40
[04-05-2026 22:16:50.448] [BiddingProcessorMicroservice] EVENT=winner_decided | sender=/127.0.0.1:57867, price=9769, name=Bidder 13, phone=0700000013, email=bidder13@mail.ro
[04-05-2026 22:16:50.449] [BiddingProcessorMicroservice] EVENT=cycle_end | elapsed_ms=18948
[04-05-2026 22:17:10.940] [BiddingProcessorMicroservice] EVENT=cycle_start | source=/127.0.0.1:57993
[04-05-2026 22:17:10.968] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57939, body=licitez 4525
[04-05-2026 22:17:10.971] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57941, body=licitez 6215
[04-05-2026 22:17:10.972] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57943, body=licitez 3012
[04-05-2026 22:17:10.972] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57945, body=licitez 2890
[04-05-2026 22:17:10.972] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57947, body=licitez 4556
[04-05-2026 22:17:10.973] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57949, body=licitez 3177
[04-05-2026 22:17:10.973] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57951, body=licitez 3159
[04-05-2026 22:17:10.973] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57953, body=licitez 5390
[04-05-2026 22:17:10.973] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57955, body=licitez 9026
[04-05-2026 22:17:10.973] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57957, body=licitez 9574
[04-05-2026 22:17:10.974] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57959, body=licitez 6484
[04-05-2026 22:17:10.974] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57961, body=licitez 7599
[04-05-2026 22:17:10.974] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57963, body=licitez 5132
[04-05-2026 22:17:10.974] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57965, body=licitez 5650
[04-05-2026 22:17:10.975] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57967, body=licitez 5464
[04-05-2026 22:17:10.975] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57969, body=licitez 3640
[04-05-2026 22:17:10.975] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57971, body=licitez 7248
[04-05-2026 22:17:10.975] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57973, body=licitez 5004
[04-05-2026 22:17:10.976] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57975, body=licitez 9962
[04-05-2026 22:17:10.976] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:57977, body=licitez 9153
[04-05-2026 22:17:10.976] [BiddingProcessorMicroservice] EVENT=all_bids_received | count=20
[04-05-2026 22:17:10.978] [BiddingProcessorMicroservice] EVENT=winner_decided | sender=/127.0.0.1:57975, price=9962, name=Bidder 19, phone=0700000019, email=bidder19@mail.ro
[04-05-2026 22:21:23.647] [BiddingProcessorMicroservice] EVENT=cycle_start | source=/127.0.0.1:58922
[04-05-2026 22:21:23.683] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58708, body=licitez 4525
[04-05-2026 22:21:23.687] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58710, body=licitez 6215
[04-05-2026 22:21:23.687] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58712, body=licitez 3012
[04-05-2026 22:21:23.687] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58714, body=licitez 2890
[04-05-2026 22:21:23.687] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58716, body=licitez 4556
[04-05-2026 22:21:23.688] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58718, body=licitez 3177
[04-05-2026 22:21:23.688] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58720, body=licitez 3159
[04-05-2026 22:21:23.688] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58722, body=licitez 5390
[04-05-2026 22:21:23.688] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58724, body=licitez 9026
[04-05-2026 22:21:23.689] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58726, body=licitez 9574
[04-05-2026 22:21:23.689] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58728, body=licitez 6484
[04-05-2026 22:21:23.689] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58730, body=licitez 7599
[04-05-2026 22:21:23.689] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58732, body=licitez 5132
[04-05-2026 22:21:23.690] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58734, body=licitez 5650
[04-05-2026 22:21:23.690] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58736, body=licitez 5464
[04-05-2026 22:21:23.690] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58738, body=licitez 3640
[04-05-2026 22:21:23.690] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58740, body=licitez 7248
[04-05-2026 22:21:23.691] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58742, body=licitez 5004
[04-05-2026 22:21:23.691] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58744, body=licitez 9962
[04-05-2026 22:21:23.691] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58746, body=licitez 9153
[04-05-2026 22:21:23.691] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58748, body=licitez 6354
[04-05-2026 22:21:23.692] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58750, body=licitez 2872
[04-05-2026 22:21:23.692] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58752, body=licitez 5855
[04-05-2026 22:21:23.692] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58754, body=licitez 5966
[04-05-2026 22:21:23.693] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58756, body=licitez 8108
[04-05-2026 22:21:23.693] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58760, body=licitez 9053
[04-05-2026 22:21:23.694] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58762, body=licitez 5145
[04-05-2026 22:21:23.694] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58764, body=licitez 8287
[04-05-2026 22:21:23.694] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58766, body=licitez 8807
[04-05-2026 22:21:23.695] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58768, body=licitez 2922
[04-05-2026 22:21:23.695] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58770, body=licitez 8726
[04-05-2026 22:21:23.695] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58772, body=licitez 8502
[04-05-2026 22:21:23.695] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58774, body=licitez 2820
[04-05-2026 22:21:23.696] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58776, body=licitez 4201
[04-05-2026 22:21:23.696] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58778, body=licitez 4098
[04-05-2026 22:21:23.696] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58780, body=licitez 6489
[04-05-2026 22:21:23.696] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58782, body=licitez 7782
[04-05-2026 22:21:23.697] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58784, body=licitez 2938
[04-05-2026 22:21:23.697] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58786, body=licitez 2181
[04-05-2026 22:21:23.697] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58788, body=licitez 1653
[04-05-2026 22:21:23.697] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58790, body=licitez 6116
[04-05-2026 22:21:23.698] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58792, body=licitez 5582
[04-05-2026 22:21:23.698] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58794, body=licitez 8661
[04-05-2026 22:21:23.698] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58796, body=licitez 8065
[04-05-2026 22:21:23.698] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58798, body=licitez 9424
[04-05-2026 22:21:23.699] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58800, body=licitez 2171
[04-05-2026 22:21:23.699] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58802, body=licitez 3388
[04-05-2026 22:21:23.699] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58804, body=licitez 1612
[04-05-2026 22:21:23.699] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58806, body=licitez 8248
[04-05-2026 22:21:23.699] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58808, body=licitez 9202
[04-05-2026 22:21:23.700] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58810, body=licitez 3999
[04-05-2026 22:21:23.700] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58812, body=licitez 7996
[04-05-2026 22:21:23.700] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58814, body=licitez 9496
[04-05-2026 22:21:23.700] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58816, body=licitez 1262
[04-05-2026 22:21:23.700] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58818, body=licitez 6681
[04-05-2026 22:21:23.701] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58820, body=licitez 6239
[04-05-2026 22:21:23.701] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58822, body=licitez 6918
[04-05-2026 22:21:23.701] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58824, body=licitez 5907
[04-05-2026 22:21:23.702] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58826, body=licitez 7634
[04-05-2026 22:21:23.702] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58827, body=licitez 2080
[04-05-2026 22:21:23.702] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58830, body=licitez 1745
[04-05-2026 22:21:23.702] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58832, body=licitez 3785
[04-05-2026 22:21:23.703] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58834, body=licitez 5593
[04-05-2026 22:21:23.703] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58836, body=licitez 7612
[04-05-2026 22:21:23.703] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58838, body=licitez 6452
[04-05-2026 22:21:23.703] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58840, body=licitez 9255
[04-05-2026 22:21:23.704] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58842, body=licitez 4762
[04-05-2026 22:21:23.704] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58844, body=licitez 5128
[04-05-2026 22:21:23.704] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58846, body=licitez 7694
[04-05-2026 22:21:23.704] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58848, body=licitez 1028
[04-05-2026 22:21:23.705] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58850, body=licitez 1477
[04-05-2026 22:21:23.705] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58852, body=licitez 5348
[04-05-2026 22:21:23.705] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58856, body=licitez 6284
[04-05-2026 22:21:23.705] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58858, body=licitez 6716
[04-05-2026 22:21:23.705] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58860, body=licitez 6735
[04-05-2026 22:21:23.706] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58861, body=licitez 8156
[04-05-2026 22:21:23.706] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58864, body=licitez 3746
[04-05-2026 22:21:23.706] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58866, body=licitez 8061
[04-05-2026 22:21:23.706] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58867, body=licitez 5121
[04-05-2026 22:21:23.706] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58870, body=licitez 5066
[04-05-2026 22:21:23.707] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58872, body=licitez 7156
[04-05-2026 22:21:23.707] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58873, body=licitez 8560
[04-05-2026 22:21:23.707] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58876, body=licitez 6162
[04-05-2026 22:21:23.707] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58878, body=licitez 7169
[04-05-2026 22:21:23.707] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58880, body=licitez 9698
[04-05-2026 22:21:23.708] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58882, body=licitez 9838
[04-05-2026 22:21:23.708] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58884, body=licitez 5378
[04-05-2026 22:21:23.708] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58886, body=licitez 1669
[04-05-2026 22:21:23.709] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58888, body=licitez 3491
[04-05-2026 22:21:23.709] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58890, body=licitez 2948
[04-05-2026 22:21:23.709] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58892, body=licitez 9864
[04-05-2026 22:21:23.709] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58894, body=licitez 5123
[04-05-2026 22:21:23.709] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58896, body=licitez 8630
[04-05-2026 22:21:23.710] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58898, body=licitez 7199
[04-05-2026 22:21:23.710] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58900, body=licitez 6279
[04-05-2026 22:21:23.710] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58902, body=licitez 1629
[04-05-2026 22:21:23.710] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58904, body=licitez 1471
[04-05-2026 22:21:23.710] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58906, body=licitez 6514
[04-05-2026 22:21:23.710] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58908, body=licitez 6379
[04-05-2026 22:21:23.711] [BiddingProcessorMicroservice] EVENT=bid_received | sender=/127.0.0.1:58910, body=licitez 4554
[04-05-2026 22:21:23.711] [BiddingProcessorMicroservice] EVENT=all_bids_received | count=100
[04-05-2026 22:21:23.714] [BiddingProcessorMicroservice] EVENT=winner_decided | sender=/127.0.0.1:58744, price=9962, name=Bidder 19, phone=0700000019, email=bidder19@mail.ro
[04-05-2026 22:21:23.715] [BiddingProcessorMicroservice] EVENT=cycle_end | elapsed_ms=21941
